id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,M,0.9875,0.775,0.3,8.17883075,3.1467945,1.7293195,2.67902775,16.0
315,M,1.6,1.2,0.4125,35.0116325,14.344847,7.767763,8.6465975,12.0
316,I,1.175,0.9375,0.3625,16.42853525,7.030676,3.6570855,4.9611625,8.0
317,F,1.45,1.1125,0.3625,26.63435525,10.61688775,5.82582225,8.221355,18.0
318,M,1.575,1.2625,0.3875,34.6147395,15.3370795,7.3992195,8.788345,10.0
319,I,1.55,1.2125,0.375,34.60056475,17.57669,6.73300625,8.9300925,8.0
320,I,1.5375,1.1875,0.3875,29.27085875,12.8423235,7.27164675,7.5126175,9.0
321,F,1.525,1.175,0.4,31.22697425,13.11164375,7.0023265,7.37087,10.0
322,I,1.4375,1.125,0.3375,22.58037675,10.432616,4.32329875,6.690482,8.0
323,M,1.45,1.175,0.3875,24.6357155,8.46232575,4.5642695,8.3631025,13.0
324,M,1.575,1.225,0.3875,34.8415355,14.92601175,7.3425205,9.4970825,9.0
325,M,1.3125,1.0125,0.35,25.52872475,9.68135425,5.40057975,6.0951425,8.0
326,I,1.3,1.0,0.325,18.01610725,8.9300925,4.2807745,4.53592,8.0
327,M,0.7,0.5375,0.1875,4.082328,1.85689225,0.7654365,1.247378,10.0
328,F,1.425,1.1,0.3375,26.40755925,12.0485375,4.49339575,7.37087,9.0
329,I,1.0625,0.7625,0.2625,9.19941275,3.6570855,1.74349425,2.82077525,6.0
330,I,1.3125,1.0,0.375,20.79435825,9.31281075,4.422522,5.10291,10.0
331,M,1.775,1.375,0.4375,44.80638475,20.695135,9.015141,11.3398,10.0
332,F,1.5,1.125,0.5625,27.91008275,10.21999475,4.89028875,9.2135875,22.0
333,F,1.325,0.9625,0.3375,22.75047375,9.128539,4.72019175,6.520385,11.0
334,F,1.4125,1.125,0.4,27.20134525,7.55514175,4.819415,8.3631025,12.0
335,I,1.075,0.8,0.275,10.716111,4.9611625,2.608154,3.40194,7.0
336,I,1.075,0.8375,0.2625,10.2908685,4.46504625,1.99863975,3.118445,8.0
337,I,0.925,0.6875,0.225,6.05261825,2.84912475,1.51669825,1.984465,6.0
338,F,1.5875,1.3,0.4125,36.86852475,17.08057375,8.901743,10.6310625,11.0
339,F,1.45,1.15,0.4,28.22192725,10.19164525,6.350288,8.0796075,11.0
340,I,0.9,0.6875,0.2375,6.81805475,2.6932025,1.48834875,1.984465,6.0
341,F,1.5,1.175,0.4,33.26813825,14.84096325,7.10154975,10.035723,13.0
342,I,0.9375,0.7,0.2375,6.1518415,2.84912475,1.63009625,2.4097075,7.0
343,F,1.6375,1.2875,0.4625,36.1456125,17.56251525,7.35669525,8.9300925,10.0
344,I,0.6875,0.55,0.2,2.721552,1.247378,0.7654365,0.850485,5.0
345,F,1.5625,1.25,0.475,39.81687275,13.834556,9.07184,11.1980525,24.0
346,I,1.1875,0.875,0.275,14.92601175,7.49844275,2.8066005,3.6570855,7.0
347,F,1.3125,1.0375,0.3625,22.5945515,6.4920355,3.9405805,7.087375,19.0
348,F,1.4375,1.125,0.375,27.499015,13.19669225,4.63514325,7.5126175,11.0
349,F,1.4875,1.1625,0.4125,27.71163625,13.5227115,6.2652395,7.3425205,11.0
350,I,0.85,0.65,0.225,6.02426875,2.42388225,1.0489315,1.8427175,7.0
351,I,1.275,1.0,0.3125,19.57532975,9.015141,3.7137845,4.9611625,8.0
352,I,1.0,0.75,0.225,7.49844275,3.50116325,1.13398,2.551455,7.0
353,F,1.6625,1.3375,0.45,45.2741515,20.62426125,10.24834425,13.3526145,10.0
354,M,1.525,1.175,0.375,33.40988575,18.07280625,8.60407325,7.0590255,9.0
355,I,0.9125,0.6625,0.225,6.0384435,2.721552,1.1623295,1.7293195,6.0
356,I,1.15,0.875,0.3,12.7856245,5.329706,2.4664065,3.5436875,8.0
357,I,1.05,0.75,0.275,7.3425205,3.912231,1.68679525,2.4097075,6.0
358,M,1.45,1.175,0.375,28.462898,12.26115875,4.6209685,7.5126175,13.0
359,M,1.6125,1.3125,0.4625,43.27551175,19.94387325,11.3398,11.1980525,11.0
360,I,0.5375,0.325,0.1375,1.45999925,0.5386405,0.18427175,0.35436875,4.0
361,I,1.1,0.8625,0.275,10.41844125,4.8477645,1.88524175,3.40194,8.0
362,M,1.4375,1.125,0.3375,24.50814275,10.84368375,5.71242425,6.747181,9.0
363,M,1.3,1.025,0.3,15.87572,8.51902475,3.8838815,4.29494925,7.0
364,I,0.925,0.7,0.2125,6.30776375,2.65067825,1.3891255,1.70097,5.0
365,F,1.5875,1.3125,0.45,36.85435,16.329312,9.11436425,10.3475675,14.0
366,M,1.4625,1.1625,0.425,30.71668325,12.927372,6.80388,11.056305,14.0
367,M,1.2875,1.0125,0.35,20.638436,8.561549,4.3374735,6.3786375,9.0
368,F,1.45,1.15,0.4,26.12406425,9.2135875,5.3580555,8.3631025,14.0
369,F,1.525,1.2,0.375,30.8159065,13.65028425,7.27164675,8.77417025,9.0
370,I,0.95,0.725,0.2125,7.72523875,3.16096925,1.68679525,2.4097075,6.0
371,I,1.3,1.0,0.375,18.83824275,7.9662095,4.72019175,5.10291,9.0
372,I,0.75,0.575,0.2,3.58621175,1.530873,0.75126175,1.13398,6.0
373,F,1.625,1.3125,0.475,45.302501,16.44271,9.53960675,12.03436275,17.0
374,M,1.4875,1.175,0.375,31.127751,11.8217415,6.30776375,10.3475675,18.0
375,M,1.4375,1.1875,0.4,27.499015,10.13494625,6.16601625,8.221355,15.0
376,F,1.3875,1.05,0.375,21.1203775,8.17883075,4.3374735,7.37087,10.0
377,M,1.275,1.0,0.3125,19.43358225,8.3064035,4.23825025,5.00368675,9.0
378,F,1.4125,1.1125,0.35,21.16290175,8.77417025,4.35164825,7.087375,11.0
379,F,1.7125,1.3375,0.5,50.6605565,19.5895045,11.15552825,13.891255,15.0
380,I,0.7875,0.575,0.2125,4.252425,1.71514475,1.077281,1.2757275,9.0
381,I,0.9,0.6625,0.225,5.5848515,2.14038725,1.0489315,1.74349425,7.0
382,I,0.8125,0.6,0.2125,4.72019175,2.31048425,0.907184,1.13398,6.0
383,F,1.575,1.2375,0.375,38.00250475,17.93105875,9.31281075,8.788345,9.0
384,F,1.45,1.1875,0.475,38.20095125,12.3320325,6.747181,14.401546,19.0
385,F,1.6625,1.3125,0.45,39.7743485,20.2131935,8.88756825,9.7805775,9.0
386,F,1.55,1.225,0.375,34.0194,15.0535845,8.85921875,8.391452,14.0
387,F,1.4625,1.125,0.3375,26.9036755,10.95708175,5.6699,7.5126175,12.0
388,M,1.5125,1.15,0.375,31.581343,14.04717725,7.24329725,7.087375,9.0
389,I,1.175,0.9,0.3125,12.6722265,4.7343665,2.99087225,4.53592,13.0
390,F,1.4,1.0875,0.3375,24.81998725,11.01378075,5.76912325,6.80388,8.0
391,F,1.5875,1.275,0.3625,33.3106625,13.097469,6.76135575,8.3631025,11.0
392,I,0.85,0.6625,0.225,5.06038575,2.31048425,1.48834875,1.5592225,6.0
393,F,1.3,1.0,0.325,19.74542675,8.32057825,3.84135725,5.386405,11.0
394,M,1.6,1.2625,0.4625,47.89648025,20.14231975,9.5537815,12.85649825,15.0
395,F,1.5125,1.175,0.375,32.16250775,12.82814875,7.24329725,8.9300925,15.0
396,I,0.8875,0.675,0.175,5.5848515,2.02698925,0.89300925,1.8427175,7.0
397,F,1.4125,1.1,0.3875,28.44872325,9.7805775,7.07320025,9.7805775,13.0
398,I,0.9625,0.7,0.225,6.13766675,2.65067825,1.871067,2.1262125,7.0
399,F,1.6375,1.3625,0.475,36.69842775,16.5277585,8.6465975,10.20582,11.0
400,F,1.2,0.925,0.2875,16.42853525,6.633783,3.7137845,4.3941725,8.0
401,F,1.4875,1.1875,0.4625,32.034935,13.5227115,7.144074,9.63883,11.0
402,M,1.5625,1.2375,0.4125,31.51046925,13.2959155,8.60407325,8.5331995,9.0
403,I,1.4375,1.0875,0.35,21.9708625,10.432616,5.2446575,6.0951425,9.0
404,M,1.2875,0.9625,0.3375,19.17843675,9.695529,4.3941725,5.046211,8.0
405,I,1.4375,1.1125,0.375,22.01338675,10.98543125,4.97533725,7.087375,9.0
406,M,1.6875,1.3125,0.4375,44.55123925,18.8524175,10.75863525,11.4815475,11.0
407,M,1.3375,1.05,0.35,22.8213475,9.015141,4.6209685,6.19436575,10.0
408,F,1.625,1.2125,0.375,33.55163325,16.23008875,7.654365,8.334753,10.0
409,F,1.5875,1.2625,0.4625,36.55668025,16.669506,8.20718025,10.3475675,12.0
410,I,1.0375,0.775,0.225,9.6104805,3.798833,2.42388225,3.40194,9.0
411,I,0.5625,0.4,0.1,1.31825175,0.49611625,0.4252425,0.4252425,5.0
412,M,1.6,1.2125,0.4125,34.5580405,14.67086625,7.27164675,9.6671795,11.0
413,M,1.2625,0.9375,0.375,16.68368075,7.030676,3.515338,4.9611625,10.0
414,I,1.2375,0.9625,0.3,16.7120303,8.74582075,3.07592075,4.876114,8.0
415,F,1.3875,1.0625,0.3875,24.70658925,10.47514025,4.3374735,7.2291225,11.0
416,I,1.125,0.825,0.2625,12.417081,5.74077375,2.5231055,2.76407625,6.0
417,F,1.425,1.1125,0.3625,26.32251075,10.829509,5.443104,7.93786,8.0
418,F,1.2375,0.9375,0.375,19.20678625,9.25611175,3.64291075,5.216308,8.0
419,F,1.45,1.1375,0.4,27.895908,12.37455675,4.57844425,7.654365,10.0
420,F,1.425,1.1,0.3375,23.24659,11.15552825,5.3013565,7.087375,9.0
421,I,1.1375,0.8375,0.35,14.2030995,6.3786375,2.99087225,3.8271825,9.0
422,I,1.0125,0.775,0.25,7.72523875,3.95475525,1.7293195,2.4097075,7.0
423,M,1.425,1.1375,0.4,27.9809565,10.95708175,5.8683465,7.5126175,12.0
424,I,0.7875,0.575,0.1625,3.005047,1.190679,0.63786375,0.793786,4.0
425,M,1.5625,1.225,0.4,32.16250775,13.4660125,7.15824875,9.922325,10.0
426,F,1.3875,1.0875,0.35,20.76600875,8.4198015,3.98310475,6.3786375,9.0
427,I,0.9625,0.7,0.2375,8.40562675,3.44446425,1.6159215,2.494756,6.0
428,I,1.1875,0.875,0.3,13.8062065,6.73300625,3.6003865,3.81300775,9.0
429,I,1.3125,1.0625,0.325,22.8213475,9.99319875,5.23048275,6.9456275,9.0
430,M,1.4875,1.25,0.4375,36.117263,13.2392165,7.24329725,11.623295,14.0
431,F,1.3375,1.0125,0.3625,24.16794875,12.37455675,4.7910655,5.2446575,8.0
432,I,0.925,0.6875,0.225,5.79747275,2.438057,1.587572,2.1262125,6.0
433,F,1.625,1.275,0.4125,38.55532,17.2081465,9.015141,9.355335,12.0
434,M,1.575,1.175,0.4125,32.98464325,15.4504775,7.1724235,8.9300925,9.0
435,I,0.85,0.65,0.2125,6.64795775,2.9766975,1.77184375,1.984465,6.0
436,I,1.125,0.875,0.3125,14.1464005,6.4920355,2.50893075,4.3941725,7.0
437,M,1.25,0.95,0.3,16.159215,7.087375,3.81300775,5.2446575,8.0
438,F,1.2625,0.975,0.3125,18.86659225,7.540967,4.89028875,5.5281525,12.0
439,M,1.8375,1.4625,0.4875,53.580555,24.9192105,13.380964,18.8524175,10.0
440,I,0.425,0.325,0.1125,0.8221355,0.3685435,0.12757275,0.24097075,5.0
441,I,1.1125,0.8625,0.3,11.46737275,4.86193925,2.36718325,3.13261975,7.0
442,F,1.425,1.125,0.3625,24.67823975,12.62970225,6.05261825,6.0384435,10.0
443,M,1.375,1.0625,0.325,22.2543575,7.484268,4.57844425,7.7961125,13.0
444,M,1.2125,0.9125,0.3125,14.5999925,5.953395,3.7137845,4.3941725,7.0
445,I,1.1,0.8,0.25,10.73028575,4.0539785,2.26796,2.83495,7.0
446,M,1.05,0.8125,0.3,15.37960375,5.443104,3.6003865,4.9611625,10.0
447,I,1.3125,1.0625,0.35,21.829115,11.41067375,5.59902625,5.386405,8.0
448,M,1.575,1.2625,0.4125,35.2289195,14.84096325,7.01650125,9.4970825,11.0
449,M,1.6125,1.2875,0.4,39.27823225,16.62698175,9.11436425,11.509897,10.0
450,F,1.625,1.2625,0.475,39.13648475,16.0174675,10.942907,11.056305,14.0
451,F,1.0375,0.8125,0.225,11.8217415,4.77689075,1.74349425,3.685435,7.0
452,M,1.5125,1.2125,0.425,29.97959625,12.85649825,7.484268,8.50485,9.0
453,M,1.4375,1.1125,0.375,24.36639525,12.3320325,4.5075705,7.37087,9.0
454,F,1.375,1.1,0.4125,19.43358225,7.81028725,4.2240755,7.4559185,10.0
455,F,1.775,1.325,0.4875,43.4597835,18.9091165,7.6260155,11.90679,11.0
456,I,1.2,0.925,0.3125,13.99047825,5.556502,2.96252275,4.252425,9.0
457,F,1.1,0.85,0.3125,11.38232425,4.74854125,2.87747425,3.40194,15.0
458,I,1.0,0.75,0.225,7.24329725,3.86970675,1.11980525,2.6932025,7.0
459,I,1.5,1.175,0.4375,29.49765475,12.813974,7.29999625,8.9300925,16.0
460,F,1.525,1.175,0.4,32.034935,13.87708025,6.50621025,8.788345,10.0
461,I,1.175,0.9,0.3,14.004653,6.25106475,2.99087225,3.75630875,7.0
462,F,1.3625,1.1,0.375,19.43358225,8.15048125,4.57844425,6.23689,8.0
463,F,1.5625,1.175,0.4625,37.37881575,16.5277585,9.6104805,10.0640725,11.0
464,I,1.225,0.925,0.3,16.5844575,8.00873375,3.118445,3.685435,9.0
465,M,1.425,1.0875,0.4125,27.71163625,13.42348825,5.1879585,7.64019025,9.0
466,M,1.4375,1.125,0.375,27.14794725,11.18387775,6.22271525,6.3786375,13.0
467,F,1.325,1.0625,0.325,26.01066625,10.432616,5.896696,7.2291225,8.0
468,I,1.0875,0.8125,0.275,10.886208,4.0539785,2.26796,2.83495,8.0
469,I,1.2,0.925,0.3,14.64251675,5.2446575,3.061746,4.43669675,9.0
470,I,1.225,0.9375,0.3,14.2030995,5.28718175,3.061746,5.386405,13.0
471,F,1.375,1.0625,0.375,22.849697,9.05766525,4.80524025,6.9456275,11.0
472,F,1.5375,1.2125,0.4125,35.19590425,14.344847,7.4559185,8.9300925,15.0
473,I,1.3875,1.075,0.3625,22.452804,10.2341695,5.216308,6.0384435,8.0
474,I,1.2125,0.9375,0.3,16.556108,7.994559,3.64291075,4.9611625,8.0
475,I,0.4375,0.3125,0.1375,0.9355335,0.35436875,0.15592225,0.1417475,4.0
476,F,1.4375,1.175,0.3375,30.8726055,13.9763035,5.216308,7.7961125,9.0
477,F,1.5,1.15,0.375,28.27862625,14.0330025,5.93922025,7.01650125,8.0
478,M,1.1625,0.8875,0.2625,14.571643,6.36446275,3.5436875,3.5436875,10.0
479,F,1.425,1.1125,0.375,26.03901575,12.20445975,5.40057975,6.747181,10.0
480,I,1.25,0.9375,0.3375,17.463292,8.32057825,3.18931875,5.5281525,8.0
481,F,1.725,1.35,0.45,47.740558,20.65261075,10.24834425,13.04077,11.0
482,F,1.2875,0.9625,0.35,19.29183475,9.07184,3.515338,4.9611625,9.0
483,I,0.9,0.6625,0.225,5.0745605,2.19708625,1.17650425,1.70097,7.0
484,I,1.4375,1.125,0.3625,24.84833675,11.113004,5.93922025,7.1157245,11.0
485,M,1.625,1.3,0.4375,41.107551,17.08057375,8.43397625,11.24057675,12.0
486,I,0.7375,0.5375,0.2125,3.64291075,1.530873,0.83631025,1.13398,6.0
487,I,0.625,0.4625,0.1625,2.0128145,0.7654365,0.510291,0.63786375,5.0
488,F,1.625,1.3,0.4125,44.9906565,19.504456,9.53960675,10.61688775,11.0
489,I,0.9625,0.7625,0.225,7.55514175,2.721552,1.7293195,2.26796,8.0
490,I,1.0,0.825,0.2625,10.44679075,4.32329875,1.70097,3.8271825,6.0
491,I,1.1,0.8875,0.2625,13.8062065,5.499803,2.48058125,3.5436875,8.0
492,I,1.2,0.8875,0.3125,16.45688475,7.540967,3.0333965,6.23689,10.0
493,I,0.775,0.5625,0.1875,3.92640575,1.63009625,0.77961125,1.13398,5.0
494,I,0.775,0.5625,0.175,3.96893,1.60174675,0.77961125,1.26155275,9.0
495,F,1.4,1.1625,0.4,25.16018125,11.43902325,4.80524025,6.87475375,9.0
496,M,1.2625,1.0125,0.35,19.17843675,8.29222875,4.09650275,4.35164825,14.0
497,M,1.5,1.1875,0.4625,29.937072,12.8423235,7.01650125,8.788345,13.0
498,F,1.6125,1.25,0.4125,38.00250475,16.20173925,8.334753,9.4970825,13.0
499,M,1.45,1.175,0.4125,28.44872325,11.8784405,6.53455975,9.355335,15.0
500,I,0.475,0.325,0.075,0.680388,0.2551455,0.1417475,0.2551455,4.0
501,F,1.8,1.4,0.4625,49.54075125,24.28134675,11.35397475,11.90679,12.0
502,M,1.2625,0.975,0.3125,16.82542825,6.67630725,3.89805625,5.2446575,9.0
503,F,1.5,1.2,0.4125,30.957654,12.870673,5.8683465,10.489315,13.0
504,M,1.325,0.9875,0.2625,17.70426275,8.94426725,3.9972795,5.5281525,8.0
505,I,0.6625,0.4,0.1375,1.54504775,0.69456275,0.283495,0.56699,5.0
506,F,1.4375,1.125,0.35,26.94619975,11.396499,6.33611325,7.5126175,9.0
507,F,1.2,0.95,0.3,16.68368075,7.41339425,4.89028875,4.0539785,8.0
508,F,1.3375,1.05,0.3875,24.87668625,10.64523725,4.8477645,7.087375,11.0
509,I,1.325,1.05,0.3625,23.09066775,10.61688775,5.1312595,6.6621325,10.0
510,F,1.5,1.1875,0.375,29.8520235,13.11164375,6.3219385,8.50485,10.0
511,F,1.6125,1.225,0.475,36.61337925,15.1102835,8.7032965,11.056305,13.0
512,M,1.525,1.225,0.375,35.096681,13.8062065,7.0023265,13.324265,11.0
513,I,0.775,0.5875,0.1875,4.20990075,1.871067,0.94970825,1.2757275,5.0
514,I,1.3625,1.075,0.375,23.700182,9.525432,4.66349275,6.520385,10.0
515,I,1.0625,0.7625,0.2375,9.525432,4.43669675,1.88524175,2.551455,7.0
516,M,1.4375,1.15,0.3875,31.25532375,15.46465225,7.41339425,7.087375,10.0
517,I,1.075,0.8,0.25,8.901743,3.72795925,2.26796,2.83495,7.0
518,I,1.3625,1.075,0.35,17.0380495,7.78193775,4.01145425,5.386405,10.0
519,I,1.25,1.0125,0.3625,17.50581625,7.6260155,4.15320175,6.0951425,8.0
520,M,1.5875,1.2875,0.4375,32.41765325,13.4660125,6.36446275,10.77281,11.0
521,F,1.5125,1.1875,0.35,28.36367475,12.0485375,5.62737575,7.654365,11.0
522,M,1.4125,1.1375,0.4125,31.127751,11.736693,6.066793,8.50485,9.0
523,I,0.7375,0.5375,0.225,3.81300775,1.54504775,0.8788345,1.13398,15.0
524,M,1.5375,1.1875,0.5,32.601925,13.13999325,6.08096775,8.9300925,12.0
525,I,1.1,0.775,0.225,10.3475675,4.9611625,2.45223175,2.9766975,7.0
526,I,0.9125,0.7,0.2125,6.36446275,2.67902775,1.11980525,1.5592225,7.0
527,F,1.2875,1.0,0.375,20.581737,7.3992195,3.92640575,8.788345,14.0
528,M,1.3125,1.0125,0.3625,19.71707725,7.81028725,4.06815325,6.23689,10.0
529,M,1.525,1.1875,0.375,32.034935,16.14504025,6.406987,7.5126175,9.0
530,F,1.6125,1.25,0.425,39.02308675,18.01610725,8.164656,9.4970825,11.0
531,F,1.475,1.15,0.325,28.2077525,13.60776,6.2652395,7.2291225,9.0
532,M,1.475,1.1625,0.3625,30.6458095,13.60776,7.881161,8.788345,10.0
533,M,1.5875,1.2375,0.4375,36.85435,16.612807,8.278054,10.3475675,10.0
534,I,0.5125,0.325,0.1125,0.9355335,0.41106775,0.41106775,0.283495,4.0
535,I,0.2875,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.12757275,4.0
536,M,1.5125,1.175,0.3875,31.2694985,13.99047825,6.16601625,7.93786,11.0
537,I,0.9375,0.725,0.25,7.314171,3.16096925,1.8427175,2.1262125,6.0
538,I,0.9,0.6625,0.2375,6.1518415,2.50893075,1.6159215,2.551455,7.0
539,M,1.1875,0.9,0.325,13.53688625,5.96756975,2.9199985,3.8271825,8.0
540,F,1.6125,1.2625,0.4375,38.22930075,12.54465375,7.257472,12.757275,14.0
541,M,1.525,1.125,0.3875,26.09571475,11.26892625,5.23048275,7.2291225,9.0
542,M,1.525,1.2,0.4,28.76056775,13.62193475,6.19436575,8.50485,11.0
543,M,1.325,1.0625,0.325,20.3265915,8.97261675,4.15320175,5.3580555,9.0
544,F,1.6125,1.275,0.4,33.57998275,14.5432935,8.3631025,9.355335,11.0
545,F,1.3125,1.0375,0.3125,16.76872925,8.164656,3.7704835,4.6776675,8.0
546,F,1.7,1.25,0.45,43.02036625,19.6462035,10.432616,11.5949455,11.0
547,M,1.675,1.3375,0.475,45.7277435,19.46193175,8.80251975,13.324265,12.0
548,M,1.4625,1.1625,0.3125,27.78251,11.77921725,5.613201,8.50485,11.0
549,I,0.75,0.55,0.175,3.4302895,1.6159215,0.43941725,0.9922325,7.0
550,F,1.4125,1.1,0.3125,26.251637,11.15552825,5.62737575,6.6621325,8.0
551,I,1.25,1.0,0.375,16.5844575,6.73300625,3.8271825,5.6699,16.0
552,I,0.9125,0.675,0.225,6.42116175,2.721552,1.57339725,2.1262125,6.0
553,I,0.7,0.5,0.1875,3.30271675,1.45999925,0.8788345,0.850485,6.0
554,I,1.1875,0.8875,0.3125,13.39513875,5.9817445,3.061746,4.252425,9.0
555,I,0.7875,0.6,0.175,4.309124,1.8427175,1.077281,1.2757275,5.0
556,I,0.5625,0.425,0.175,1.80019325,0.850485,0.396893,0.56699,4.0
557,F,1.5,1.1625,0.35,24.64989025,12.74310025,5.1312595,6.80388,9.0
558,F,1.475,1.175,0.45,32.13415825,13.53688625,6.917278,8.6465975,9.0
559,M,1.4875,1.1875,0.425,30.8159065,9.922325,6.13766675,9.4970825,13.0
560,F,1.375,1.05,0.375,21.6873675,10.6877615,4.422522,5.2446575,9.0
561,I,0.6875,0.5125,0.1875,3.30271675,1.51669825,0.3685435,0.9922325,6.0
562,F,1.2,0.9125,0.3,18.80989325,8.674947,3.95475525,4.819415,7.0
563,M,1.625,1.2625,0.475,36.3724085,16.42853525,8.15048125,10.0640725,11.0
564,M,1.4375,1.125,0.375,24.79163775,11.15552825,4.12485225,7.93786,13.0
565,F,1.5375,1.2375,0.3875,34.3879435,15.09610875,5.57067675,9.922325,8.0
566,M,1.4375,1.125,0.3875,26.705229,11.1413535,5.556502,7.12989925,11.0
567,M,1.65,1.2625,0.4125,37.98833,17.08057375,8.29222875,9.922325,12.0
568,F,1.55,1.2,0.4,32.16250775,13.2959155,6.2652395,8.50485,15.0
569,F,1.4375,1.125,0.375,27.22969475,13.5794105,5.6982495,5.953395,8.0
570,M,1.1375,0.95,0.3,14.855138,4.7910655,3.64291075,4.6776675,14.0
571,M,1.175,0.9125,0.3125,15.35125425,7.98038425,3.07592075,4.3941725,9.0
572,I,1.2375,0.975,0.3125,14.5999925,6.0384435,3.0333965,4.9611625,8.0
573,M,1.3875,1.125,0.375,22.1976585,9.8372765,4.60679375,6.0951425,10.0
574,I,1.55,1.2375,0.45,36.756487,16.386011,8.051258,11.4815475,11.0
575,F,1.425,1.125,0.4125,26.2232875,10.489315,5.3013565,7.7961125,11.0
576,I,1.2875,0.975,0.3125,15.83319575,7.087375,3.41611475,4.3941725,7.0
577,I,1.075,0.8125,0.25,10.19164525,4.74854125,2.36718325,3.231843,7.0
578,F,1.5,1.225,0.4125,32.94309275,14.9968855,6.16601625,9.4970825,9.0
579,I,1.15,0.875,0.3,11.7650425,5.34388075,2.33883375,3.118445,7.0
580,M,1.525,1.1875,0.3875,24.28134675,12.0485375,4.86193925,6.3786375,11.0
581,F,1.525,1.2,0.425,29.1149365,12.1619355,6.010094,9.922325,10.0
582,M,1.6,1.3,0.45,38.952213,18.313777,8.4198015,10.489315,12.0
583,M,1.475,1.15,0.4,28.8314415,12.6722265,6.6054335,7.5126175,9.0
584,I,1.1875,0.9375,0.35,15.7906715,6.577084,3.55786225,5.2446575,8.0
585,I,1.15,0.875,0.325,14.118051,5.96756975,3.1467945,4.9611625,9.0
586,I,1.0,0.75,0.2375,8.09378225,3.912231,1.51669825,3.118445,7.0
587,M,1.2625,0.9625,0.3125,16.68368075,7.10154975,3.50116325,4.9611625,11.0
588,I,0.725,0.5625,0.175,3.81300775,1.644271,0.63786375,1.190679,3.0
589,F,1.375,1.0625,0.3375,22.6796,10.24834425,4.989512,6.520385,12.0
590,I,1.375,1.075,0.4,22.396105,10.95708175,4.91863825,7.7961125,9.0
591,M,1.3125,1.0,0.3,18.653971,8.63242275,4.89028875,5.6699,8.0
592,M,1.5625,1.2375,0.45,34.60056475,15.46465225,6.350288,10.0640725,11.0
593,M,1.3125,1.0,0.3125,19.447757,8.3631025,4.63514325,5.2446575,10.0
594,F,1.375,1.125,0.3375,26.365035,11.3398,6.690482,8.1930055,10.0
595,M,1.725,1.325,0.4375,35.210079,14.21727425,7.711064,11.056305,10.0
596,M,1.7625,1.4,0.4375,46.479221,23.96950225,8.03708325,11.7650425,10.0
597,I,1.55,1.2125,0.4,30.4190135,11.679994,6.64795775,9.07184,15.0
598,M,1.3625,1.1,0.4,24.16794875,9.82310175,6.2085405,7.5126175,14.0
599,I,0.6875,0.5125,0.15,2.6932025,1.34660125,0.58116475,0.850485,5.0
600,F,1.1875,0.9,0.3125,13.8062065,5.57067675,2.608154,4.53592,12.0
601,I,1.4375,1.075,0.325,18.75319425,8.4765005,3.64291075,5.03203625,9.0
602,M,1.225,0.9375,0.325,13.664459,5.5281525,3.1467945,4.6776675,10.0
603,F,1.2,0.925,0.3125,16.68368075,7.654365,3.41611475,4.3941725,8.0
604,I,1.075,0.85,0.2625,10.659412,4.46504625,1.48834875,2.9766975,6.0
605,I,1.3375,1.05,0.375,23.3883375,9.07184,4.2807745,8.0796075,8.0
606,M,1.25,0.95,0.3,16.896302,7.04485075,3.27436725,4.53592,8.0
607,I,0.7375,0.55,0.1625,3.6570855,1.74349425,0.72291225,0.9922325,6.0
608,M,1.4125,1.1375,0.425,30.85843075,14.55746825,5.2446575,7.087375,12.0
609,I,1.3625,1.075,0.35,22.8213475,10.8578585,4.3374735,6.23689,9.0
610,F,1.125,0.875,0.3125,13.60776,5.76912325,3.8271825,4.1106775,10.0
611,I,1.0875,0.825,0.275,11.169703,5.2446575,2.14038725,3.118445,7.0
612,I,1.3125,0.9875,0.3375,17.02387475,6.78970525,4.03980375,5.23048275,23.0
613,M,1.575,1.225,0.45,32.715323,13.8062065,7.07320025,8.9300925,11.0
614,I,1.3125,0.9625,0.375,20.19901875,9.36950975,4.6209685,5.8116475,9.0
615,I,1.575,1.2625,0.4125,36.457457,15.5071765,8.60407325,9.922325,9.0
616,M,1.55,1.225,0.4125,31.99241075,14.401546,7.41339425,9.48290775,10.0
617,M,1.2875,0.975,0.3,17.19397175,9.6671795,3.75630875,4.649318,8.0
618,M,1.5,1.075,0.375,24.7491135,12.927372,5.11708475,6.520385,8.0
619,F,1.7,1.375,0.4875,47.513762,16.51358375,10.87203325,13.60776,14.0
620,I,1.3875,1.025,0.45,21.432222,7.767763,4.60679375,7.7961125,21.0
621,F,1.3125,1.0,0.3125,21.1203775,8.12213175,4.479221,6.520385,15.0
622,I,1.4125,1.1,0.35,23.71435675,11.736693,5.726599,7.37087,9.0
623,I,0.7,0.5125,0.1875,2.8632995,0.97805775,0.60951425,0.850485,5.0
624,I,1.1875,0.8875,0.2875,14.33067225,6.27941425,3.78465825,4.53592,9.0
625,F,1.55,1.2125,0.475,32.16250775,12.85649825,7.35669525,10.0640725,11.0
626,I,0.9125,0.675,0.2125,5.06038575,2.324659,1.1056305,1.8427175,7.0
627,M,1.475,1.175,0.4,31.127751,13.60776,6.73300625,8.9300925,15.0
628,M,1.375,1.0625,0.325,24.9192105,10.035723,5.48562825,7.7961125,8.0
